OBJECTID,FOLIO,TRUE_SITE_ADDR,TRUE_SITE_CITY,TRUE_SITE_ZIP_CODE,DOR_CODE_CUR,DOR_DESC,CONDO_FLAG,PARENT_FOLIO,PRIMARY_ZONE,BEDROOM_COUNT,YEAR_BUILT,LOT_SIZE,BUILDING_HEATED_AREA,UNIT_COUNT,ASSESSMENT_YEAR_CUR,zip
777861,2452040110970,600 GRAPETREE DR 9FN,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777862,2452040110980,600 GRAPETREE DR 10FN,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777863,2452040111000,600 GRAPETREE DR 3FS,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777864,2452040111010,600 GRAPETREE DR 4FS,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777865,2452040111020,600 GRAPETREE DR 5FS,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777866,2452040111030,600 GRAPETREE DR 6FS,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,1,2026,33149
777867,2452040111040,600 GRAPETREE DR 7FS,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777868,2452040111050,600 GRAPETREE DR 8FS,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777869,2452040111060,600 GRAPETREE DR 9FS,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777870,2452040111070,600 GRAPETREE DR 10FS,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777871,2452040111080,600 GRAPETREE DR 11FS,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777872,2452040111090,600 GRAPETREE DR 3GN,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777873,2452040111100,600 GRAPETREE DR 4GN,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777874,2452040111110,600 GRAPETREE DR 5GN,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777875,2452040111120,600 GRAPETREE DR 6GN,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777876,2452040111130,600 GRAPETREE DR 7GN,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777877,2452040111140,600 GRAPETREE DR 8GN,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777878,2452040111150,600 GRAPETREE DR 9GN,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777879,2452040111160,600 GRAPETREE DR 10GN,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777880,2452040111170,600 GRAPETREE DR 11GN,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,3,1974,0,3340,1,2026,33149
777881,2452040111180,600 GRAPETREE DR 3GS,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,1,2026,33149
777882,2452040111190,600 GRAPETREE DR 4GS,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777883,2452040111200,600 GRAPETREE DR 5GS,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777884,2452040111210,600 GRAPETREE DR 6GS,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777885,2452040111220,600 GRAPETREE DR 7GS,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777886,2452040111230,600 GRAPETREE DR 8GS,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777887,2452040111240,600 GRAPETREE DR 9GS,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777888,2452040111250,600 GRAPETREE DR 10GS,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777889,2452040111260,600 GRAPETREE DR 11GS,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,1670,0,2026,33149
777890,2452040111270,600 GRAPETREE DR A,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,0,1974,0,144,0,2026,33149
777891,2452040111280,600 GRAPETREE DR B,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,0,1974,0,112,0,2026,33149
777892,2452040111290,600 GRAPETREE DR B1,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,0,1974,0,112,0,2026,33149
777893,2452040111300,600 GRAPETREE DR C,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,0,1974,0,144,0,2026,33149
777894,2452040111310,600 GRAPETREE DR A,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,2,1974,0,960,0,2026,33149
777895,2452040111320,600 GRAPETREE DR B,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,1,1974,0,550,0,2026,33149
777896,2452040111330,600 GRAPETREE DR C,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040110001,6400,1,1974,0,510,0,2026,33149
777897,2452040120010,265 GRAPETREE DR 101,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777898,2452040120020,265 GRAPETREE DR 102,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,3,1974,0,1404,1,2026,33149
777899,2452040120030,265 GRAPETREE DR 103,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777900,2452040120040,265 GRAPETREE DR 104,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777901,2452040120050,265 GRAPETREE DR 105,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777903,2452040120070,265 GRAPETREE DR 107,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777904,2452040120080,265 GRAPETREE DR 108,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777905,2452040120090,265 GRAPETREE DR 109,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777906,2452040120100,265 GRAPETREE DR 110,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777907,2452040120110,265 GRAPETREE DR 111,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777908,2452040120120,265 GRAPETREE DR 112,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777909,2452040120130,265 GRAPETREE DR 113,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777910,2452040120140,265 GRAPETREE DR 114,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777911,2452040120150,265 GRAPETREE DR 115,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777912,2452040120160,265 GRAPETREE DR 116,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,3,1974,0,1404,0,2026,33149
777913,2452040120170,265 GRAPETREE DR 117,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777914,2452040120180,265 GRAPETREE DR 118,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777915,2452040120190,265 GRAPETREE DR 119,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777916,2452040120200,265 GRAPETREE DR 120,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777917,2452040120210,265 GRAPETREE DR 121,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777918,2452040120220,265 GRAPETREE DR 122,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777919,2452040120230,265 GRAPETREE DR 123,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777920,2452040120240,265 GRAPETREE DR 124,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,1,2026,33149
777921,2452040120250,265 GRAPETREE DR 125,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777922,2452040120260,265 GRAPETREE DR 126,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777923,2452040120270,265 GRAPETREE DR 127,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777924,2452040120280,425 GRAPETREE DR 201,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777925,2452040120290,425 GRAPETREE DR 202,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777926,2452040120300,425 GRAPETREE DR 203,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777927,2452040120310,425 GRAPETREE DR 204,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777928,2452040120320,425 GRAPETREE DR 205,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777929,2452040120330,425 GRAPETREE DR 206,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777930,2452040120340,425 GRAPETREE DR 207,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777931,2452040120350,425 GRAPETREE DR 208,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777932,2452040120360,425 GRAPETREE DR 209,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777933,2452040120370,425 GRAPETREE DR 210,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777934,2452040120380,425 GRAPETREE DR 211,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,0100,2,1974,0,1404,0,2026,33149
777935,2452040120390,425 GRAPETREE DR 212,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777936,2452040120400,425 GRAPETREE DR 213,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777937,2452040120410,425 GRAPETREE DR 214,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777938,2452040120420,450 GRAPETREE DR 301,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777939,2452040120430,450 GRAPETREE DR 302,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777940,2452040120440,450 GRAPETREE DR 303,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,1,2026,33149
777941,2452040120450,450 GRAPETREE DR 304,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777942,2452040120460,450 GRAPETREE DR 305,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777943,2452040120470,450 GRAPETREE DR 306,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777944,2452040120480,450 GRAPETREE DR 307,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777945,2452040120490,450 GRAPETREE DR 308,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777946,2452040120500,450 GRAPETREE DR 309,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777947,2452040120510,450 GRAPETREE DR 310,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777948,2452040120520,450 GRAPETREE DR 311,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777949,2452040120530,450 GRAPETREE DR 312,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777950,2452040120540,450 GRAPETREE DR 313,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777951,2452040120550,450 GRAPETREE DR 314,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777952,2452040120560,350 GRAPETREE DR 401,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777953,2452040120570,350 GRAPETREE DR 402,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777954,2452040120580,350 GRAPETREE DR 403,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777955,2452040120590,350 GRAPETREE DR 404,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777956,2452040120600,350 GRAPETREE DR 405,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777957,2452040120610,350 GRAPETREE DR 406,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777958,2452040120620,350 GRAPETREE DR 407,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777959,2452040120630,350 GRAPETREE DR 408,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777960,2452040120640,350 GRAPETREE DR 409,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1974,0,1404,0,2026,33149
777961,2452040120650,350 GRAPETREE DR 410,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1975,0,1404,0,2026,33149
777962,2452040120660,350 GRAPETREE DR 411,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1975,0,1404,0,2026,33149
777963,2452040120670,350 GRAPETREE DR 412,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1975,0,1404,0,2026,33149
777964,2452040120680,350 GRAPETREE DR 413,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1975,0,1404,0,2026,33149
777965,2452040120690,350 GRAPETREE DR 414,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1975,0,1404,1,2026,33149
777966,2452040120700,350 GRAPETREE DR 415,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1975,0,1404,0,2026,33149
777967,2452040120710,350 GRAPETREE DR 416,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040120001,5000,2,1975,0,1404,0,2026,33149
777968,2452040130010,218 SEAVIEW DR 101,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040130001,3800,3,1977,0,1698,1,2026,33149
777969,2452040130020,220 SEAVIEW DR 102,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040130001,3800,2,1977,0,1340,1,2026,33149
777970,2452040130030,222 SEAVIEW DR 103,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040130001,3800,2,1977,0,1340,1,2026,33149
777971,2452040130040,224 SEAVIEW DR 104,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040130001,3800,2,1977,0,1340,1,2026,33149
777972,2452040130050,226 SEAVIEW DR 105,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040130001,3800,2,1977,0,1340,1,2026,33149
777973,2452040130060,228 SEAVIEW DR 106,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040130001,3800,2,1977,0,1340,1,2026,33149
777974,2452040130070,230 SEAVIEW DR 107,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040130001,3800,2,1977,0,1340,1,2026,33149
777975,2452040130080,232 SEAVIEW DR 108,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040130001,3800,2,1977,0,1340,1,2026,33149
777976,2452040130090,234 SEAVIEW DR 109,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040130001,3800,2,1977,0,1340,1,2026,33149
777977,2452040130100,236 SEAVIEW DR 110,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040130001,3800,2,1977,0,1340,1,2026,33149
777978,2452040130110,238 SEAVIEW DR 111,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040130001,3800,2,1977,0,1340,1,2026,33149
777979,2452040130120,240 SEAVIEW DR 112,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040130001,3800,3,1977,0,1698,1,2026,33149
777980,2452040140010,101 E ENID DR 1,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040140001,3800,2,1980,0,1460,0,2026,33149
777981,2452040140020,103 E ENID DR 2,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040140001,3800,3,1980,0,2442,0,2026,33149
777982,2452040140030,107 E ENID DR 3,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040140001,3800,2,1980,0,1460,0,2026,33149
777983,2452040140040,105 E ENID DR 4,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040140001,3800,3,1980,0,1964,0,2026,33149
777984,2452040140050,109 E ENID DR 5,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040140001,3800,2,1980,0,1460,0,2026,33149
777985,2452040140060,111 E ENID DR 6,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040140001,3800,3,1980,0,2442,0,2026,33149
777986,2452040140070,115 E ENID DR 7,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452040140001,3800,2,1980,0,1460,0,2026,33149
