OBJECTID,FOLIO,TRUE_SITE_ADDR,TRUE_SITE_CITY,TRUE_SITE_ZIP_CODE,DOR_CODE_CUR,DOR_DESC,CONDO_FLAG,PARENT_FOLIO,PRIMARY_ZONE,BEDROOM_COUNT,YEAR_BUILT,LOT_SIZE,BUILDING_HEATED_AREA,UNIT_COUNT,ASSESSMENT_YEAR_CUR
203600,2452050011760,758 CURTISWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,8477,2040,1,2026
203601,2452050011770,760 CURTISWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1994,7500,3049,1,2026
203602,2452050011780,766 CURTISWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1989,7500,2454,1,2026
203603,2452050011790,776 CURTISWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2000,7500,4320,1,2026
203604,2452050011800,786 CURTISWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2017,7500,3596,1,2026
203605,2452050011810,794 CURTISWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2022,7500,3967,1,2026
203606,2452050011820,798 CURTISWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2014,8511,4122,1,2026
203607,2452050011830,265 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1994,9996,3159,1,2026
203608,2452050011840,269 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1951,8500,2867,1,2026
203609,2452050011850,275 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1951,7500,1953,2,2026
203610,2452050011860,285 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2022,7500,3670,1,2026
203611,2452050011870,287 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2004,7500,3760,1,2026
203612,2452050011880,291 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1950,7500,2326,1,2026
203613,2452050011890,299 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1951,8564,3651,1,2026
203614,2452050011900,765 MYRTLEWOOD LN,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1950,9509,3059,1,2026
203615,2452050011910,745 MYRTLEWOOD LN,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1988,7624,2376,1,2026
203616,2452050011920,735 MYRTLEWOOD LN,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1951,7624,1836,1,2026
203617,2452050011930,725 MYRTLEWOOD LN,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,7624,1341,1,2026
203618,2452050011940,715 MYRTLEWOOD LN,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,7624,1773,1,2026
203619,2452050011950,705 MYRTLEWOOD LN,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1951,7624,2045,1,2026
203620,2452050011960,701 MYRTLEWOOD LN,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2010,7734,3908,1,2026
203621,2452050011970,700 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1950,8096,1360,1,2026
203622,2452050011980,710 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1950,7611,1979,1,2026
203623,2452050011990,730 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,8232,972,1,2026
203624,2452050012000,740 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1951,8059,2947,1,2026
203625,2452050012010,750 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1951,7500,2404,1,2026
203626,2452050012020,760 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1950,7500,2388,1,2026
203627,2452050012030,770 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2002,7500,3808,1,2026
203628,2452050012040,780 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,6,2012,8066,4240,1,2026
203629,2452050012050,799 CURTISWOOD DR,Key Biscayne,33149-0000,7144,RELIGIOUS - EXEMPT : RELIGIOUS,N,,0100,4,1951,9500,2172,1,2026
203630,2452050012060,795 CURTISWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,7500,2626,1,2026
203631,2452050012070,785 CURTISWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1951,7500,2460,1,2026
203632,2452050012080,775 CURTISWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1951,7500,2898,1,2026
203633,2452050012090,765 CURTISWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1951,7500,2662,1,2026
203634,2452050012100,755 CURTISWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,8559,3197,1,2026
203635,2452050012110,745 CURTISWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1994,7614,2366,1,2026
203636,2452050012120,735 CURTISWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1950,7614,1763,1,2026
203637,2452050012130,715 CURTISWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1950,7614,2925,1,2026
203638,2452050012140,705 CURTISWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1990,7403,2788,1,2026
203639,2452050012150,276 WESTWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,2,2013,8500,1457,1,2026
203640,2452050012160,264 WESTWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2011,7835,3814,1,2026
203641,2452050012170,252 WESTWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2023,7835,4246,1,2026
203642,2452050012180,240 WESTWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2004,7835,3407,1,2026
203643,2452050012190,228 WESTWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,7500,2680,1,2026
203644,2452050012200,216 WESTWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1951,7716,2546,1,2026
203645,2452050012210,204 WESTWOOD DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,7631,2113,1,2026
203646,2452050012220,710 RIDGEWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,6,2016,7868,3869,1,2026
203647,2452050012230,724 RIDGEWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1951,7656,2344,1,2026
203648,2452050012240,736 RIDGEWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,7656,1881,1,2026
203649,2452050012250,748 RIDGEWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,7650,1727,1,2026
203650,2452050012260,760 RIDGEWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1994,7656,3404,1,2026
203651,2452050012270,772 RIDGEWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2008,7656,3827,1,2026
203652,2452050012280,784 RIDGEWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1951,7656,1677,1,2026
203653,2452050012290,792 RIDGEWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,7656,2625,1,2026
203654,2452050012300,798 RIDGEWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2005,7924,4225,1,2026
203655,2452050012310,799 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1995,8117,3481,1,2026
203656,2452050012320,795 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2001,7649,4466,1,2026
203657,2452050012330,791 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,7649,1831,1,2026
203658,2452050012340,785 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1990,7649,3159,1,2026
203659,2452050012350,781 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1950,7649,1896,1,2026
203660,2452050012360,775 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,2012,8325,2418,1,2026
203661,2452050012370,769 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1950,10500,1645,1,2026
203662,2452050012380,765 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2009,8492,4386,1,2026
203663,2452050012390,755 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2010,8334,5152,1,2026
203664,2452050012400,745 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,6,2023,7930,4547,1,2026
203665,2452050012410,735 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2001,9200,4646,1,2026
203666,2452050012420,710 WOODCREST RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1950,8857,2883,1,2026
203667,2452050012430,724 WOODCREST RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2011,7673,4110,1,2026
203668,2452050012440,736 WOODCREST RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2009,7673,5143,1,2026
203669,2452050012450,748 WOODCREST RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1998,7673,3803,1,2026
203670,2452050012460,760 WOODCREST RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2023,7673,4003,1,2026
203671,2452050012470,772 WOODCREST RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1993,7673,3788,1,2026
203672,2452050012480,784 WOODCREST RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1951,7673,3240,1,2026
203673,2452050012490,796 WOODCREST RD,Key Biscayne,33149-0000,0066,VACANT RESIDENTIAL : EXTRA FEA OTHER THAN PARKING,N,,0100,0,0,8466,0,0,2026
203674,2452050012500,797 RIDGEWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2007,9873,5528,1,2026
203675,2452050012510,785 RIDGEWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1991,7666,3243,1,2026
203676,2452050012520,773 RIDGEWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1951,7666,2368,1,2026
203677,2452050012530,761 RIDGEWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,7666,5371,1,2026
203678,2452050012540,749 RIDGEWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1951,7666,2314,1,2026
203679,2452050012550,737 RIDGEWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1951,7666,2491,1,2026
203680,2452050012560,725 RIDGEWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1990,7666,3531,1,2026
203681,2452050012570,715 RIDGEWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,7,2010,9487,5212,1,2026
203682,2452050012580,710 GLENRIDGE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1996,8016,2960,1,2026
203683,2452050012590,724 GLENRIDGE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1994,7696,3208,1,2026
203684,2452050012600,736 GLENRIDGE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1951,7696,2273,1,2026
203685,2452050012610,748 GLENRIDGE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2007,7696,3644,1,2026
203686,2452050012620,760 GLENRIDGE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2001,7696,4142,1,2026
203687,2452050012630,772 GLENRIDGE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,6,1951,7696,5248,1,2026
203688,2452050012640,784 GLENRIDGE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,7696,1620,1,2026
203689,2452050012650,796 GLENRIDGE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1951,7983,2534,1,2026
203690,2452050012660,797 WOODCREST RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2025,7984,3965,1,2026
203691,2452050012670,785 WOODCREST RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2004,7687,3862,1,2026
203692,2452050012680,773 WOODCREST RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1991,7687,2316,1,2026
203693,2452050012690,761 WOODCREST RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,7687,2176,1,2026
203694,2452050012700,749 WOODCREST RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1951,7687,2601,1,2026
203695,2452050012710,737 WOODCREST RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,7687,1265,1,2026
203696,2452050012720,725 WOODCREST RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,6,2018,7687,3630,1,2026
203697,2452050012730,715 WOODCREST RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,8076,2021,1,2026
203698,2452050012740,714 FERNWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,5700,3,1951,7736,1215,1,2026
203699,2452050012750,726 FERNWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,5700,3,1951,7726,2348,1,2026
203700,2452050012760,738 FERNWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,5700,3,1951,7726,1312,1,2026
203701,2452050012770,750 FERNWOOD RD,Key Biscayne,33149-0000,0081,VACANT RESIDENTIAL : VACANT LAND,N,,5700,0,0,7726,0,0,2026
203702,2452050012780,762 FERNWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,5700,5,2014,7726,3584,1,2026
203703,2452050012790,774 FERNWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,5700,3,1950,7726,1575,1,2026
203704,2452050012800,786 FERNWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,5700,3,1950,7726,1233,1,2026
203705,2452050012810,798 FERNWOOD RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,5700,4,1950,8177,2189,1,2026
203706,2452050012820,797 GLENRIDGE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2000,7568,3535,1,2026
203707,2452050012830,785 GLENRIDGE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1951,7713,2505,1,2026
203708,2452050012840,773 GLENRIDGE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,13883,1572,1,2026
203709,2452050012850,761 GLENRIDGE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2015,7713,3504,1,2026
203710,2452050012860,749 GLENRIDGE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1994,7713,2854,1,2026
203711,2452050012870,737 GLENRIDGE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1995,7713,2809,1,2026
203712,2452050012880,725 GLENRIDGE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1999,7713,3712,1,2026
203713,2452050012890,715 GLENRIDGE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,7697,2027,1,2026
203714,2452050013000,298 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1995,8500,3940,1,2026
203715,2452050013010,290 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1950,7500,1532,1,2026
203716,2452050013020,286 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1994,7500,3268,1,2026
203717,2452050013030,280 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,7500,2340,1,2026
203718,2452050013040,274 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2012,7500,4203,1,2026
203719,2452050013050,268 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1951,7500,1574,1,2026
203720,2452050013060,260 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1993,7500,2549,1,2026
203721,2452050013070,256 W MASHTA DR,Key Biscayne,33149-0000,0081,VACANT RESIDENTIAL : VACANT LAND,N,,0100,0,0,7500,0,0,2026
203722,2452050013080,244 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2018,7500,3801,1,2026
203723,2452050013090,236 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1994,7500,4148,1,2026
203724,2452050013100,224 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,7500,1801,1,2026
203725,2452050013110,212 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,2,1951,7500,2907,1,2026
203726,2452050013120,200 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1950,7500,2128,1,2026
203727,2452050013130,188 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1951,7500,1895,1,2026
203728,2452050013140,176 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1951,7500,3376,1,2026
203729,2452050013150,164 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2000,7500,2795,1,2026
203730,2452050013160,152 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2018,7500,4550,1,2026
203731,2452050013170,140 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1950,7500,2861,1,2026
203732,2452050013180,128 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1951,7500,2627,1,2026
203733,2452050013190,116 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,6,2014,7500,3628,1,2026
203734,2452050013200,104 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2018,7500,3865,1,2026
203735,2452050013210,92 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1950,7500,2403,1,2026
203736,2452050013220,80 W MASHTA DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,7,2025,8748,5736,1,2026
203737,2452050013230,615 HARBOR CIR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,3,1978,10279,2500,1,2026
203738,2452050013240,625 HARBOR CIR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,3,1978,8607,3692,1,2026
203739,2452050013250,635 HARBOR CIR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,3,1979,25141,3652,1,2026
203740,2452050013251,,Key Biscayne,33149-0000,0081,VACANT RESIDENTIAL : VACANT LAND,N,,2000,0,0,18415,0,0,2026
203741,2452050013260,620 HARBOR CIR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,3,1964,26008,5835,1,2026
203742,2452050013270,610 HARBOR CIR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,5,2014,10322,5216,1,2026
203743,2452050013280,670 HARBOR DR,Key Biscayne,33149-0000,0081,VACANT RESIDENTIAL : VACANT LAND,N,,2000,0,0,27656,0,0,2026
203744,2452050013290,680 HARBOR DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,5,1975,23795,7113,1,2026
203745,2452050013300,690 HARBOR DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,6,2000,24020,6969,1,2026
203746,2452050013310,700 HARBOR DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,7,1996,16752,7723,1,2026
203747,2452050013320,710 HARBOR DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,4,1969,21724,7134,1,2026
203748,2452050013330,720 HARBOR DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,6,2012,23021,8876,1,2026
203749,2452050013340,730 HARBOR DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,6,1967,24430,5889,1,2026
203750,2452050013350,740 HARBOR DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,5,2025,21483,14693,1,2026
203751,2452050013360,750 HARBOR DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,6,1994,19331,11694,1,2026
203752,2452050013370,760 HARBOR DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,6,1998,18212,8727,1,2026
203753,2452050013380,766 HARBOR DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,6,2005,18734,10517,1,2026
203754,2452050013390,770 HARBOR DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,5,1966,15224,3591,1,2026
